Model Set, Average Time, Successful Attempts, Attempt Count, Average Agents Collaboration, Success Rate, Average Time to Cure Fire
0, 25.35002, 20, 20, 2.8, 100, 27.75002
1, 25.32797, 20, 20, 2.75, 100, 27.82797
2, 31.88201, 20, 20, 2.7, 100, 34.48201
3, 30.25399, 20, 20, 2.6, 100, 33.05399
4, 28.64501, 20, 20, 2.65, 100, 31.34501
5, 27.937, 20, 20, 2.75, 100, 30.437
