Model Set, Average Time, Successful Attempts, Attempt Count, Average Agents Collaboration, Success Rate, Average Time to Cure Fire
0, 13.64199, 20, 20, 2.75, 100, 16.14199
1, 14.697, 20, 20, 2.75, 100, 17.197
2, 14.33, 20, 20, 2.8, 100, 16.73
3, 10.43601, 20, 20, 2.35, 100, 13.73601
4, 13.29199, 20, 20, 2.75, 100, 15.79199
5, 12.06701, 20, 20, 2.75, 100, 14.56701
