Model Set, Average Time, Successful Attempts, Attempt Count, Average Agents Collaboration, Success Rate, Average Time to Cure Fire
0, 13.242, 20, 20, 2.6, 100, 16.042
1, 11.04499, 20, 20, 2.7, 100, 13.64499
2, 11.24801, 20, 20, 2.75, 100, 13.74801
3, 11.754, 20, 20, 2.7, 100, 14.354
4, 12.53399, 20, 20, 2.8, 100, 14.93399
5, 9.829011, 20, 20, 2.7, 100, 12.42901
