Model Set, Average Time, Successful Attempts, Attempt Count, Average Agents Collaboration, Success Rate, Average Time to Cure Fire
0, 14.63099, 20, 20, 2.7, 100, 17.23099
1, 15.94701, 20, 20, 2.6, 100, 18.74701
2, 16.72701, 20, 20, 2.85, 100, 19.027
3, 16.92299, 20, 20, 2.5, 100, 19.92299
4, 20.38, 20, 20, 2.8, 100, 22.78
5, 16.70501, 20, 20, 2.9, 100, 18.905
