Model Set, Average Time, Successful Attempts, Attempt Count, Average Agents Collaboration, Success Rate, Average Time to Cure Fire
0, 11.2232, 50, 50, 2.7, 100, 13.8232
1, 10.9312, 50, 50, 2.64, 100, 13.6512
2, 12.20121, 50, 50, 2.66, 100, 14.88121
3, 12.84919, 50, 50, 2.64, 100, 15.56919
4, 11.9512, 50, 50, 2.76, 100, 14.4312
5, 13.81681, 50, 50, 2.72, 100, 16.37681
